epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,1398.47,0.61174,0.58175,1.17188,0.6413,0.85139,0.78979,0.63773,0.73026,0.81826,1.43529,0.0084655,0.0084655,0.0084655
33,1442.57,0.61405,0.58101,1.17191,0.74656,0.86672,0.83595,0.70155,0.68335,0.70334,1.38079,0.008416,0.008416,0.008416
34,1489.64,0.60349,0.56769,1.16902,0.83345,0.84719,0.8963,0.75181,0.67503,0.55081,1.39281,0.0083665,0.0083665,0.0083665
35,1533.57,0.60068,0.55419,1.16464,0.80104,0.84434,0.88915,0.74573,0.6717,0.63295,1.41391,0.008317,0.008317,0.008317
36,1581.84,0.59529,0.56034,1.15997,0.73834,0.89657,0.87137,0.7255,0.68492,0.7338,1.38655,0.0082675,0.0082675,0.0082675
37,1630.03,0.59287,0.55169,1.16057,0.76015,0.85499,0.86259,0.71749,0.6772,0.65247,1.38975,0.008218,0.008218,0.008218
38,1676.39,0.59555,0.55336,1.15913,0.81982,0.85343,0.87898,0.73544,0.67776,0.59872,1.39733,0.0081685,0.0081685,0.0081685
39,1725.4,0.58545,0.53653,1.15803,0.81193,0.85921,0.87367,0.72466,0.68477,0.66695,1.39696,0.008119,0.008119,0.008119
40,1773.85,0.5855,0.53785,1.1555,0.84156,0.85722,0.8953,0.74846,0.68308,0.60012,1.38006,0.0080695,0.0080695,0.0080695
41,1817.11,0.58573,0.53967,1.15662,0.80229,0.92061,0.91117,0.76027,0.69461,0.52586,1.41408,0.00802,0.00802,0.00802
42,1865.53,0.5813,0.52279,1.14723,0.71309,0.86128,0.83773,0.70751,0.68078,0.94927,1.4006,0.0079705,0.0079705,0.0079705
43,1910.93,0.58227,0.52306,1.15297,0.87464,0.86191,0.8981,0.75382,0.68303,0.55872,1.39711,0.007921,0.007921,0.007921
44,1957.87,0.57706,0.5172,1.14713,0.77988,0.84349,0.88224,0.74287,0.65777,0.63223,1.37773,0.0078715,0.0078715,0.0078715
45,2003.22,0.57728,0.52206,1.14787,0.75302,0.86846,0.90625,0.75152,0.6896,0.67499,1.41489,0.007822,0.007822,0.007822
46,2050.24,0.57292,0.50646,1.14262,0.74569,0.8168,0.85728,0.71909,0.66493,0.82295,1.38928,0.0077725,0.0077725,0.0077725
47,2098.45,0.56627,0.51382,1.14134,0.78687,0.83052,0.85854,0.72099,0.67833,0.67934,1.40082,0.007723,0.007723,0.007723
48,2145.12,0.56838,0.49474,1.14404,0.78351,0.86999,0.88221,0.73985,0.69361,0.65987,1.41748,0.0076735,0.0076735,0.0076735
49,2191.89,0.56306,0.49067,1.13903,0.72556,0.85905,0.8521,0.71186,0.66413,0.77394,1.38138,0.007624,0.007624,0.007624
50,2235.65,0.5542,0.4884,1.1285,0.72535,0.86168,0.8267,0.69864,0.64586,0.77761,1.3604,0.0075745,0.0075745,0.0075745
51,2282.31,0.55913,0.4839,1.13534,0.82589,0.83779,0.87186,0.73521,0.64414,0.63727,1.35268,0.007525,0.007525,0.007525
52,2329.61,0.54943,0.48885,1.12628,0.76318,0.88905,0.88843,0.7431,0.67332,0.60434,1.39016,0.0074755,0.0074755,0.0074755
53,2377.78,0.55061,0.48007,1.13395,0.78739,0.84058,0.88004,0.73097,0.70746,0.65215,1.44838,0.007426,0.007426,0.007426
54,2422.56,0.54782,0.47294,1.13178,0.80369,0.82652,0.87699,0.73762,0.67522,0.66874,1.39284,0.0073765,0.0073765,0.0073765
55,2466.88,0.54588,0.46439,1.12586,0.75561,0.87192,0.88798,0.73874,0.68498,0.69064,1.4106,0.007327,0.007327,0.007327
56,2511.53,0.53643,0.46954,1.12252,0.73082,0.89556,0.8865,0.74351,0.65001,0.58969,1.36178,0.0072775,0.0072775,0.0072775
57,2556.65,0.5381,0.45911,1.12365,0.75208,0.91312,0.87248,0.72459,0.67251,0.70102,1.38338,0.007228,0.007228,0.007228
58,2601.18,0.53883,0.45815,1.1219,0.75542,0.88725,0.86739,0.72479,0.66738,0.65067,1.38736,0.0071785,0.0071785,0.0071785
59,2644.63,0.53554,0.46832,1.12119,0.85084,0.86833,0.90171,0.75463,0.67479,0.56089,1.39424,0.007129,0.007129,0.007129
60,2688.97,0.52891,0.4502,1.11254,0.79407,0.8928,0.89842,0.74924,0.67951,0.6143,1.43159,0.0070795,0.0070795,0.0070795
61,2734.12,0.5314,0.45659,1.11877,0.80897,0.87373,0.89452,0.73792,0.69185,0.58993,1.41994,0.00703,0.00703,0.00703
62,2778.51,0.52832,0.45326,1.11825,0.80852,0.87981,0.87882,0.73436,0.68343,0.62886,1.40123,0.0069805,0.0069805,0.0069805
63,2822.33,0.5229,0.43987,1.10941,0.82317,0.88083,0.88878,0.74808,0.66695,0.61425,1.38785,0.006931,0.006931,0.006931
64,2867.25,0.51633,0.43684,1.10925,0.78782,0.8565,0.87297,0.72493,0.67573,0.67644,1.40566,0.0068815,0.0068815,0.0068815
65,2910.46,0.51514,0.42913,1.10659,0.76789,0.848,0.85112,0.71179,0.66063,0.7467,1.3821,0.006832,0.006832,0.006832
66,2951.75,0.52001,0.43307,1.10925,0.79788,0.89184,0.88894,0.7431,0.66754,0.58151,1.40533,0.0067825,0.0067825,0.0067825
67,2992.61,0.50786,0.42914,1.10287,0.82347,0.84278,0.87047,0.73227,0.67248,0.64548,1.40593,0.006733,0.006733,0.006733
68,3042,0.50676,0.42411,1.09847,0.81353,0.89118,0.88766,0.75248,0.6645,0.62139,1.39826,0.0066835,0.0066835,0.0066835
69,3086.61,0.50471,0.42063,1.10147,0.8196,0.86457,0.89388,0.74869,0.67173,0.59186,1.38706,0.006634,0.006634,0.006634
70,3130.91,0.50229,0.41367,1.10017,0.7631,0.89114,0.87365,0.73269,0.67973,0.71599,1.40726,0.0065845,0.0065845,0.0065845
71,3176.45,0.49583,0.41397,1.09624,0.71441,0.82908,0.80218,0.6753,0.67386,0.93382,1.42029,0.006535,0.006535,0.006535
72,3221.13,0.49127,0.4149,1.09185,0.80618,0.8812,0.88827,0.74703,0.67737,0.62426,1.43376,0.0064855,0.0064855,0.0064855
73,3267.67,0.49404,0.40924,1.09214,0.78604,0.88118,0.87804,0.73733,0.6819,0.68388,1.41539,0.006436,0.006436,0.006436
74,3314.09,0.49278,0.40925,1.09084,0.80082,0.88381,0.87607,0.74113,0.66462,0.67985,1.40035,0.0063865,0.0063865,0.0063865
75,3360.08,0.48084,0.41077,1.08426,0.83553,0.84191,0.8926,0.74206,0.70156,0.64357,1.46209,0.006337,0.006337,0.006337
76,3405.62,0.47851,0.39863,1.08166,0.80027,0.87727,0.88512,0.74147,0.69139,0.62054,1.45657,0.0062875,0.0062875,0.0062875
77,3449.85,0.48191,0.39749,1.08408,0.76575,0.88681,0.85859,0.71818,0.68992,0.70815,1.45611,0.006238,0.006238,0.006238
78,3496.55,0.48203,0.40334,1.08272,0.79547,0.86389,0.86441,0.72872,0.66501,0.67539,1.41735,0.0061885,0.0061885,0.0061885
79,3541.02,0.47804,0.39134,1.0822,0.82564,0.85708,0.88594,0.74379,0.6857,0.65076,1.44276,0.006139,0.006139,0.006139
80,3584.63,0.46991,0.38545,1.07331,0.79865,0.86022,0.87854,0.74406,0.66724,0.69174,1.44612,0.0060895,0.0060895,0.0060895
81,3632.26,0.46615,0.38886,1.07455,0.77451,0.90822,0.89172,0.74599,0.6779,0.61635,1.43879,0.00604,0.00604,0.00604
82,3676.82,0.46387,0.37911,1.07016,0.77749,0.87877,0.87796,0.74255,0.67485,0.65295,1.45864,0.0059905,0.0059905,0.0059905
83,3723.92,0.46476,0.38915,1.07219,0.7796,0.9002,0.88666,0.74222,0.66318,0.63352,1.42852,0.005941,0.005941,0.005941
84,3765.58,0.46428,0.38027,1.07083,0.8016,0.89186,0.87677,0.74087,0.67099,0.66663,1.44838,0.0058915,0.0058915,0.0058915
85,3811.06,0.45283,0.37518,1.06312,0.78722,0.85738,0.87043,0.73116,0.68086,0.76889,1.46071,0.005842,0.005842,0.005842
86,3856.93,0.45448,0.37241,1.069,0.81858,0.85361,0.86883,0.7311,0.66929,0.69593,1.45441,0.0057925,0.0057925,0.0057925
87,3902.35,0.4548,0.37347,1.06124,0.82902,0.83985,0.87901,0.73784,0.6824,0.6576,1.47048,0.005743,0.005743,0.005743
88,3945.65,0.44957,0.37234,1.0637,0.78852,0.84739,0.86134,0.7197,0.69067,0.77734,1.47566,0.0056935,0.0056935,0.0056935
89,3989.16,0.44779,0.36342,1.06103,0.75958,0.90353,0.86494,0.72518,0.69168,0.80691,1.48283,0.005644,0.005644,0.005644
90,4035.9,0.4476,0.36738,1.05955,0.80384,0.85457,0.85974,0.72565,0.67344,0.71912,1.4476,0.0055945,0.0055945,0.0055945
91,4080.12,0.44073,0.35479,1.05842,0.79038,0.87423,0.87175,0.73418,0.683,0.68965,1.45696,0.005545,0.005545,0.005545
92,4124.68,0.44094,0.3605,1.05932,0.8342,0.84365,0.87993,0.73907,0.66882,0.64221,1.43917,0.0054955,0.0054955,0.0054955
93,4169.52,0.43697,0.35284,1.06056,0.79775,0.88928,0.87762,0.74243,0.66795,0.67345,1.45546,0.005446,0.005446,0.005446
94,4214.43,0.4293,0.34764,1.04807,0.75471,0.91109,0.8614,0.7291,0.67839,0.73426,1.47028,0.0053965,0.0053965,0.0053965
95,4259.48,0.43601,0.35606,1.05612,0.79379,0.87792,0.86326,0.72746,0.68487,0.68677,1.48274,0.005347,0.005347,0.005347
96,4302.17,0.43032,0.35009,1.04508,0.7985,0.85505,0.8641,0.72787,0.68608,0.70854,1.47811,0.0052975,0.0052975,0.0052975
97,4348.33,0.43171,0.34673,1.0478,0.81524,0.88385,0.87086,0.7292,0.68501,0.70864,1.4804,0.005248,0.005248,0.005248
98,4392.59,0.42827,0.34696,1.04864,0.78536,0.89014,0.87014,0.72955,0.67635,0.73067,1.47724,0.0051985,0.0051985,0.0051985
99,4438.73,0.42927,0.35202,1.04745,0.8263,0.82226,0.86769,0.73096,0.67243,0.73596,1.45018,0.005149,0.005149,0.005149
100,4484,0.42326,0.34346,1.043,0.85904,0.83795,0.89217,0.74938,0.67621,0.6464,1.47797,0.0050995,0.0050995,0.0050995
101,4528.14,0.41694,0.3454,1.04287,0.79387,0.89333,0.88213,0.74225,0.6811,0.67857,1.4946,0.00505,0.00505,0.00505
102,4571.52,0.41564,0.33559,1.04261,0.81848,0.88863,0.89231,0.75396,0.67786,0.64237,1.49858,0.0050005,0.0050005,0.0050005
103,4615.24,0.41235,0.34039,1.03671,0.81299,0.86382,0.88197,0.73905,0.68531,0.66308,1.50375,0.004951,0.004951,0.004951
104,4658.51,0.41198,0.33548,1.03886,0.79995,0.85573,0.87566,0.74192,0.68016,0.70082,1.48958,0.0049015,0.0049015,0.0049015
105,4702.67,0.41152,0.34407,1.04115,0.77977,0.89101,0.87314,0.73606,0.68902,0.70647,1.50529,0.004852,0.004852,0.004852
106,4747.8,0.40578,0.33288,1.03607,0.79508,0.8776,0.8743,0.73613,0.6887,0.67731,1.52283,0.0048025,0.0048025,0.0048025
107,4791.99,0.40197,0.33177,1.03079,0.8094,0.87429,0.87909,0.74229,0.69015,0.68969,1.52469,0.004753,0.004753,0.004753
108,4838.26,0.40566,0.33139,1.03495,0.81528,0.8671,0.87463,0.73797,0.69293,0.70835,1.53019,0.0047035,0.0047035,0.0047035
109,4885.96,0.40143,0.32964,1.0299,0.79064,0.88921,0.87413,0.73729,0.69542,0.70843,1.54238,0.004654,0.004654,0.004654
110,4931.19,0.39547,0.32065,1.02552,0.80281,0.88663,0.87692,0.74092,0.68842,0.68756,1.52729,0.0046045,0.0046045,0.0046045
111,4975.2,0.3884,0.31339,1.0235,0.77574,0.90883,0.87167,0.73492,0.68212,0.70746,1.5203,0.004555,0.004555,0.004555
112,5019.01,0.39079,0.3177,1.02426,0.81532,0.87608,0.8797,0.74235,0.67652,0.67027,1.49281,0.0045055,0.0045055,0.0045055
113,5063.09,0.39438,0.31615,1.02637,0.79257,0.90394,0.89028,0.7512,0.67818,0.66381,1.49786,0.004456,0.004456,0.004456
114,5107.31,0.39092,0.3052,1.0221,0.81712,0.87548,0.88487,0.74189,0.68077,0.65745,1.51118,0.0044065,0.0044065,0.0044065
115,5148.76,0.38636,0.3179,1.01909,0.7988,0.90222,0.88018,0.74087,0.6803,0.65366,1.51792,0.004357,0.004357,0.004357
116,5191.36,0.38204,0.31227,1.01695,0.81389,0.87365,0.88458,0.74522,0.6775,0.66456,1.51659,0.0043075,0.0043075,0.0043075
117,5234.44,0.38783,0.30918,1.01874,0.81152,0.85968,0.88558,0.74542,0.67552,0.64596,1.50734,0.004258,0.004258,0.004258
118,5276.9,0.38178,0.30627,1.01531,0.79621,0.87341,0.88106,0.73977,0.67884,0.66934,1.5187,0.0042085,0.0042085,0.0042085
119,5320.13,0.3839,0.31035,1.01826,0.77412,0.90431,0.87703,0.73675,0.68082,0.6902,1.53153,0.004159,0.004159,0.004159
120,5364.18,0.37921,0.30946,1.015,0.78011,0.90841,0.87615,0.73683,0.68506,0.69723,1.53085,0.0041095,0.0041095,0.0041095
121,5408.34,0.37193,0.30458,1.01503,0.78459,0.90021,0.87675,0.73761,0.68097,0.69867,1.52466,0.00406,0.00406,0.00406
122,5451.74,0.36931,0.30126,1.00911,0.77602,0.93008,0.87994,0.74073,0.68062,0.68155,1.53206,0.0040105,0.0040105,0.0040105
123,5494.62,0.37035,0.29672,1.01331,0.77044,0.92423,0.88196,0.74105,0.68148,0.66856,1.54552,0.003961,0.003961,0.003961
124,5538.41,0.36376,0.29622,1.00964,0.79072,0.9117,0.87837,0.7383,0.68692,0.68616,1.5568,0.0039115,0.0039115,0.0039115
125,5582.81,0.36709,0.29882,1.00973,0.7817,0.91881,0.88354,0.74071,0.69019,0.66946,1.56181,0.003862,0.003862,0.003862
126,5626.58,0.36345,0.28976,1.00437,0.80125,0.90708,0.88315,0.73987,0.68725,0.66825,1.57395,0.0038125,0.0038125,0.0038125
