epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,8197.97,0.25314,0.19538,0.94906,0.85162,0.89366,0.90875,0.76273,0.68866,0.61048,1.66198,0.000892,0.000892,0.000892
186,8242.64,0.25219,0.1878,0.94407,0.8511,0.89663,0.90843,0.76133,0.68923,0.6114,1.66496,0.0008425,0.0008425,0.0008425
187,8286.2,0.24723,0.18768,0.94354,0.84982,0.8992,0.90805,0.7625,0.68911,0.61329,1.66564,0.000793,0.000793,0.000793
188,8332.26,0.24653,0.18944,0.94282,0.84933,0.8974,0.90769,0.76103,0.68948,0.61388,1.66777,0.0007435,0.0007435,0.0007435
189,8376.93,0.24416,0.18591,0.93889,0.84922,0.89842,0.9086,0.76367,0.68967,0.61296,1.66982,0.000694,0.000694,0.000694
190,8420.5,0.24342,0.1841,0.94098,0.84886,0.89922,0.9086,0.7633,0.68954,0.61281,1.67049,0.0006445,0.0006445,0.0006445
191,8466.25,0.19327,0.16016,0.94299,0.8504,0.90111,0.90851,0.76321,0.68959,0.61244,1.67137,0.000595,0.000595,0.000595
192,8506.77,0.16861,0.12786,0.91882,0.84945,0.90225,0.90845,0.7637,0.68903,0.61104,1.67071,0.0005455,0.0005455,0.0005455
193,8548.13,0.16276,0.12276,0.91685,0.84809,0.90142,0.90703,0.7635,0.68894,0.61184,1.67109,0.000496,0.000496,0.000496
194,8589.89,0.15978,0.12047,0.91089,0.84615,0.89855,0.90719,0.76396,0.68875,0.61298,1.67233,0.0004465,0.0004465,0.0004465
195,8630.4,0.15609,0.11629,0.90496,0.84845,0.90082,0.90697,0.7642,0.68921,0.61257,1.6741,0.000397,0.000397,0.000397
